\\NASSY\Music\JIMMY EAT WORLD - DISCOGRAPHY [CHANNEL NEO]\[2001] Bleed American\03 - The Middle.mp3	99
\\NASSY\Music\JIMMY EAT WORLD - DISCOGRAPHY [CHANNEL NEO]\[2008] Bleed American (Remastered) (CD 1)\03 - The Middle.mp3	-99
\\NASSY\Music\JIMMY EAT WORLD - DISCOGRAPHY [CHANNEL NEO]\[2003] The Middle - A Praise Chorus Tour [EP]\05 - The Middle (Acoustic).mp3	-99
\\NASSY\Music\JIMMY EAT WORLD - DISCOGRAPHY [CHANNEL NEO]\[2008] Bleed American (Remastered) (CD 2)\07 - The Middle (Acoustic).mp3	-99
\\NASSY\Music\JIMMY EAT WORLD - DISCOGRAPHY [CHANNEL NEO]\[2008] Bleed American (Remastered) (CD 2)\17 - The Middle (Early Demo).mp3	-99
\\NASSY\Music\The Doors - The Best Of The Doors\01 The Doors - Break On Through.mp3	99
\\NASSY\Music\SLIPKNOT - DISCOGRAPHY (1996-14) [CHANNEL NEO]\[2004] Vol. 3 The Subliminal Verses (Australian Tour Edition)\CD 1\04 - Duality.mp3	99
\\NASSY\Music\SLIPKNOT - DISCOGRAPHY (1996-14) [CHANNEL NEO]\[2004] Vol. 3 The Subliminal Verses (Australian Tour Edition)\CD 1\10 - Before I Forget.mp3	99
\\NASSY\Music\SLIPKNOT - DISCOGRAPHY (1996-14) [CHANNEL NEO]\[2009] 9.0. (Live)\CD 1\04 - Before I Forget.mp3	-99
\\NASSY\Music\Rise Against - Discography (2001-2013)\2004 - Rise Against - Siren Song Of The Counter Culture\09 Give It All.mp3	99
\\NASSY\Music\Best of Rock Collection (1980-1989) MP3\Disc 1\01. Motorhead - Ace of Spades (1980).mp3	50
\\NASSY\Music\THREE DAYS GRACE - DISCOGRAPHY (2003-15) [CHANNEL NEO]\[2015] Human\02 - Painkiller.mp3	-99
\\NASSY\Music\Classic Rock Music - Compilation Mix - Playlist\Alice In Chains - Man in the Box.mp3	99
\\NASSY\Music\Punk Goes Pop, Vol 6 [15 Tracks] (320kbps)\1. Ain't It Fun (feat. Luke Holland).mp3	-3
\\NASSY\Music\AVENGED SEVENFOLD - DISCOGRAPHY (1999-13) [CHANNEL NEO]\[2009] St. Louis, MO, USA [Live]\04 - Scream.mp3	-2
\\NASSY\Music\Pearl Jam - Discography\3. Compilations\2011 - The Ultimate Best Of Pearl Jam\01 Alive.mp3	10
\\NASSY\Music\Various Artist -  Punk Goes Pop (Volume 3)\05-asking_alexandria-right_now_(na_na_na).mp3	-1
\\NASSY\Music\AcDc - Complete Discography Mp3 320Kbps\AcDc - 1977 - Let There Be Rock\03 -Let There Be Rock.mp3	1
\\NASSY\Music\BREAKING BENJAMIN - DISCOGRAPHY (2001-11) [CHANNEL NEO]\[2006] Phobia (Asian Edition)\02 - The Diary Of Jane.mp3	1
\\NASSY\Music\Metallica - Discography 1983-2008 (19 Albums, 23 CDs)\Metallica - 1986 - Master Of Puppets\01 - Battery.mp3	99
\\NASSY\Music\Metallica - Discography 1983-2008 (19 Albums, 23 CDs)\Metallica - 1993 - Live Shit, Binge And Purge\Metallica - 1993 - Live Shit, Binge And Purge - CD 3\06 - Battery.mp3	-99
\\NASSY\Music\Metallica - Discography 1983-2008 (19 Albums, 23 CDs)\Metallica - 1999 - S & M\Metallica - 1999 - S & M - CD 2\10 - Battery.mp3	-99
\\NASSY\Music\Metallica - Discography 1983-2008 (19 Albums, 23 CDs)\Metallica - 1987 - Creeping Death\11 - Battery.mp3	-99
\\NASSY\Music\Betraying The Martyrs - Phantom 2014 [MP3@192kbps] - the.HH\08 Afterlife.mp3	-1
\\NASSY\Music\Oasis\Oasis - What's The Story Morning Glory [1995]\04  Oasis - Champagne Supernova.mp3	99
\\NASSY\Music\Metallica - Discography 1983-2008 (19 Albums, 23 CDs)\Metallica - 1983 - Kill 'em All\05 - (Anesthesia) Pulling Teeth.mp3	-1
\\NASSY\Music\Rage Against The Machine\1996 - Live & Rare\12 Clear The Lane.mp3	-1
\\NASSY\Music\Black Sabbath - The Black Box (Discography from 1970-1978)\Paranoid\06 Hand of Doom.mp3	-1
\\NASSY\Music\Metallica - Discography 1983-2008 (19 Albums, 23 CDs)\Metallica - 1993 - Live Shit, Binge And Purge\Metallica - 1993 - Live Shit, Binge And Purge - CD 1\09 - Solos (Bass  Guitar).mp3	-1
\\NASSY\Music\V.A.The.All.Time.Greatest.Rock.Songs.Of.The.60s.70s.80s.And.90s-TDG\Cd1-TDG\09.I'll.Stand.By.You.The.Pretenders-TDG.mp3	-1
\\NASSY\Music\Iron Maiden-Greatest Hits[www.lokotorrents.com][mp3]\CD1\13 - The Clairvoyant .mp3	-1
\\NASSY\Music\Black Sabbath - The Black Box (Discography from 1970-1978)\Never Say Die!\02 Johnny Blade.mp3	-1
\\NASSY\Music\QUEENS OF THE STONE AGE - DISCOGRAPHY (1997-13) [CHANNEL NEO]\[1998] Queens Of The Stone Age\10 - Give The Mule What He Wants.mp3	-1
\\NASSY\Music\BREAKING BENJAMIN - DISCOGRAPHY (2001-11) [CHANNEL NEO]\[2001] Breaking Benjamin [EP]\05 - Shallow Bay.mp3	2
\\NASSY\Music\Jimi Hendrix - The Greatest Hits 2CD [Bubanee]\CD1\19 - Voodoo Child (Slight Return).mp3	1
